ufn,fish_species,stom_proc_date,microscope_hours,stom_weight_full,stom_weight_empty,food_weight_raw,food_weight_corr,fullness_cat,fullness_mean,kingdom,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species,life_stage,sex,count,length_max,length_min,length_avg,digestion_state,prey_weight_raw,prey_weight_corr,size_class,subsample,comment
U5436,Chum,2019-08-15,3,662.4,449.3,109.2,168.168,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,crenatus,Cyprid,,1,0.9,0.9,0.9,1,0.1,0.154,<1,N,
U5436,Chum,2019-08-15,3,662.4,449.3,109.2,168.168,25-50%,37.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Podon,leuckartii,,,1,0.5,0.5,0.5,1,0.1,0.154,<1,N,
U5436,Chum,2019-08-15,3,662.4,449.3,109.2,168.168,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Paracalanidae,Paracalanus,parvus,,,1,1.4,1.4,1.4,1,0.1,0.154,1 to 2,N,
U5435,Chum,2019-08-16,2,618.6,472,69.8,107.492,0-25%,12.5,Animalia,Cnidaria,,,,,,,,,,,,1,14.7,8.5,11.6,3,122.9,189.266,>10,N,
U5435,Chum,2019-08-16,2,618.6,472,69.8,107.492,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,,21,1.3,0.8,1.05,1,1.2,1.848,1 to 2,N,
U5435,Chum,2019-08-16,2,618.6,472,69.8,107.492,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,,,,18,1,0.8,0.9,2,0.5,0.77,<1,N,
U5435,Chum,2019-08-16,2,618.6,472,69.8,107.492,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,2,3.3,3.3,3.3,2,0.1,0.154,2 to 5,N,
U5434,Chum,2019-08-16,1,826.4,579.5,144.3,222.222,0-25%,12.5,Animalia,Chaetognatha,,Sagittoidea,,Phragmophora,,,Eukrohniidae,Eukrohnia,hamata,,,1,11,11,11,2,1.5,2.31,>10,N,
U5434,Chum,2019-08-16,1,826.4,579.5,144.3,222.222,0-25%,12.5,Animalia,Cnidaria,,,,,,,,,,,,1,16,16,16,3,187.4,288.596,>10,N,
U5434,Chum,2019-08-16,1,826.4,579.5,144.3,222.222,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,,24,1.3,0.9,1.1,1,1.6,2.464,1 to 2,N,
U5434,Chum,2019-08-16,1,826.4,579.5,144.3,222.222,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,,,,20,1.1,0.8,0.95,2,1,1.54,1 to 2,N,
U5434,Chum,2019-08-16,1,826.4,579.5,144.3,222.222,0-25%,12.5,Animalia,Platyhelminthes,Rhabditophora,Trematoda,,,,,,,,Parasite,,1,1.3,1.3,1.3,0,0.1,0.154,1 to 2,N,
U5434,Chum,2019-08-16,1,826.4,579.5,144.3,222.222,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,1,2,2,2,1,0.3,0.462,2 to 5,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,1,0.3,0.3,0.3,1,0.1,0.154,<1,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,,,2,1.8,1.5,1.65,1,0.3,0.462,1 to 2,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Chromista,Ochrophyta,Phaeista,Phaeophyceae,,,,,,,,,,1,1.5,1.5,1.5,1,0.1,0.154,1 to 2,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Chaetognatha,,Sagittoidea,,Phragmophora,,,Eukrohniidae,Eukrohnia,hamata,,,1,8.6,8.6,8.6,2,1.3,2.002,5 to 10,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,7,3.8,2,2.9,1,1.1,1.694,2 to 5,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,6,1.8,1.8,1.8,2,1,1.54,1 to 2,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Cnidaria,,,,,,,,,,,,1,9.9,9.9,9.9,3,222.4,342.496,5 to 10,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,,22,1.3,0.9,1.1,1,1.2,1.848,1 to 2,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,,,,27,1.2,0.7,0.95,2,1.2,1.848,1 to 2,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,1,3.2,3.2,3.2,1,0.9,1.386,2 to 5,N,
U5433,Chum,2019-08-19,3,753.8,510.6,130.4,200.816,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,3,2,1.5,1.75,2,0.5,0.77,2 to 5,N,
U5432,Chum,2019-08-19,2,696.6,430.2,148.9,229.306,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,,26,1.3,1,1.15,1,1.6,2.464,1 to 2,N,
U5432,Chum,2019-08-19,2,696.6,430.2,148.9,229.306,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,,,,24,1.3,0.7,1,2,1.3,2.002,1 to 2,N,
U5432,Chum,2019-08-19,2,696.6,430.2,148.9,229.306,25-50%,37.5,Animalia,Cnidaria,,,,,,,,,,,,1,10,10,10,3,225.4,347.116,>10,N,
U5432,Chum,2019-08-19,2,696.6,430.2,148.9,229.306,25-50%,37.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pseudevadne,tergestina,,,1,0.8,0.8,0.8,1,0.1,0.154,<1,N,
U5466,Chum,2019-08-19,1.5,829.5,560.8,144.6,222.684,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,1,0.7,0.7,0.7,3,0.1,0.154,<1,N,
U5466,Chum,2019-08-19,1.5,829.5,560.8,144.6,222.684,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,2,3.7,3.1,3.4,1,0.7,1.078,2 to 5,N,
U5466,Chum,2019-08-19,1.5,829.5,560.8,144.6,222.684,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,,10,1.3,0.8,1.05,1,0.4,0.616,1 to 2,N,
U5466,Chum,2019-08-19,1.5,829.5,560.8,144.6,222.684,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,,,,13,1.1,1,1.05,2,0.5,0.77,1 to 2,N,
U5466,Chum,2019-08-19,1.5,829.5,560.8,144.6,222.684,0-25%,12.5,Animalia,Cnidaria,,,,,,,,,,,,1,7,7,7,3,179.6,276.584,5 to 10,N,
U5466,Chum,2019-08-19,1.5,829.5,560.8,144.6,222.684,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,1,0.7,0.7,0.7,1,0.1,0.154,<1,N,
U5466,Chum,2019-08-19,1.5,829.5,560.8,144.6,222.684,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,crenatus,Cyprid,,1,0.9,0.9,0.9,1,0.1,0.154,<1,N,
U5466,Chum,2019-08-19,1.5,829.5,560.8,144.6,222.684,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,Copepodite,,2,1,0.9,0.95,1,0.1,0.154,<1,N,
U5466,Chum,2019-08-19,1.5,829.5,560.8,144.6,222.684,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Pseudocalananidae,Pseudocalanus,,,,1,1.5,1.5,1.5,1,0.1,0.154,1 to 2,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Euchaetidae,Paraeuchaeta,elongata,,F,1,6.3,6.3,6.3,1,5.7,8.778,5 to 10,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,1,3.9,3.9,3.9,1,1,1.54,2 to 5,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Pseudocalananidae,Pseudocalanus,,,,1,1.6,1.6,1.6,1,0.1,0.154,1 to 2,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,,,2,1.7,1.5,1.6,1,0.3,0.462,1 to 2,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,,9,1.3,0.9,1.1,1,0.6,0.924,1 to 2,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,,,,19,1.4,0.7,1.05,2,1,1.54,1 to 2,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,1,0.6,0.6,0.6,1,0.1,0.154,<1,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Calyptopis,,2,1,0.9,0.95,1,0.1,0.154,<1,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,1,4.5,4.5,4.5,1,0.3,0.462,2 to 5,N,
U5465,Chum,2019-08-20,2,613.2,394.7,152.3,234.542,0-25%,12.5,Animalia,Cnidaria,,,,,,,,,,,,1,10.6,10.6,10.6,3,195.9,301.686,>10,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,,,1,11.2,11.2,11.2,2,11.9,18.326,>10,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,,,1,2.8,2.8,2.8,4,1.2,1.848,2 to 5,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Egg,,1,0.4,0.4,0.4,1,0.1,0.154,<1,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,1,0.7,0.7,0.7,1,0.1,0.154,<1,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,glandula,Cyprid,,1,0.8,0.8,0.8,1,0.1,0.154,<1,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,2,3.5,3.2,3.35,2,2.5,3.85,2 to 5,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,,7,1.3,1.1,1.2,1,0.4,0.616,1 to 2,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,,,,5,1,0.5,0.75,2,0.1,0.154,<1,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Pseudocalananidae,Pseudocalanus,,,,1,1.5,1.5,1.5,1,0.1,0.154,1 to 2,N,
U5464,Chum,2019-08-20,2,731.2,508.4,136.7,210.518,0-25%,12.5,Animalia,Cnidaria,,,,,,,,,,,,1,9.7,9.7,9.7,3,160.3,246.862,5 to 10,N,
U5463,Chum,2019-08-20,1,557.3,394,78,120.12,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,2,3.4,2.8,3.1,1,0.1,0.154,2 to 5,N,
U5463,Chum,2019-08-20,1,557.3,394,78,120.12,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,2,2.7,2.3,2.5,2,0.1,0.154,2 to 5,N,
U5463,Chum,2019-08-20,1,557.3,394,78,120.12,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,2,0.4,0.3,0.35,3,0.1,0.154,<1,N,
U5463,Chum,2019-08-20,1,557.3,394,78,120.12,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Eucalanidae,Eucalanus,,,,1,4.7,4.7,4.7,2,1.1,1.694,2 to 5,N,
U5463,Chum,2019-08-20,1,557.3,394,78,120.12,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,3,3.7,3.2,3.45,1,4,6.16,2 to 5,N,
U5463,Chum,2019-08-20,1,557.3,394,78,120.12,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,1,3.2,3.2,3.2,2,0.8,1.232,2 to 5,N,
U5463,Chum,2019-08-20,1,557.3,394,78,120.12,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,,7,1.3,1,1.15,1,0.3,0.462,1 to 2,N,
U5463,Chum,2019-08-20,1,557.3,394,78,120.12,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,,,,6,0.8,0.7,0.75,2,0.2,0.308,<1,N,
U5463,Chum,2019-08-20,1,557.3,394,78,120.12,0-25%,12.5,Animalia,Cnidaria,,,,,,,,,,,,1,17.3,12.5,14.9,3,107.5,165.55,>10,N,
U5462,Chum,2019-08-21,1.5,714.5,502.1,145.2,223.608,25-50%,37.5,Animalia,Cnidaria,,,,,,,,,,,,1,20,20,20,3,172.6,265.804,>10,N,
U5462,Chum,2019-08-21,1.5,714.5,502.1,145.2,223.608,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,longiremis,,,13,1.3,1,1.15,1,0.8,1.232,1 to 2,N,
U5462,Chum,2019-08-21,1.5,714.5,502.1,145.2,223.608,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Acartiidae,Acartia,,,,9,1.1,0.9,1,2,0.5,0.77,1 to 2,N,
U5462,Chum,2019-08-21,1.5,714.5,502.1,145.2,223.608,25-50%,37.5,Animalia,Chordata,Verbrata,Actinopterygii,,,,,,,,Egg,,1,1.1,1.1,1.1,1,0.4,0.616,1 to 2,N,
U5462,Chum,2019-08-21,1.5,714.5,502.1,145.2,223.608,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,1,0.3,0.3,0.3,4,0.1,0.154,<1,N,
U5462,Chum,2019-08-21,1.5,714.5,502.1,145.2,223.608,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,,M,1,1.5,1.5,1.5,1,0.3,0.462,1 to 2,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Chordata,Verbrata,Actinopterygii,,Pleuronectiformes,,,Pleuronectidae,Pleuronichthys,coenosus,Egg,,2,1.6,1.6,1.6,1,2.6,4.004,1 to 2,N,12 mm nematode outside stomach
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Aetideidae,Aetideus,divergens,,,4,2.1,1.7,1.9,1,0.9,1.386,1 to 2,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,,M,2,1.5,1.5,1.5,1,0.1,0.154,1 to 2,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Pseudocalananidae,Pseudocalanus,,,,6,1.8,1.4,1.6,1,0.6,0.924,1 to 2,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,5,1.8,1.2,1.5,2,0.5,0.77,1 to 2,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,10,4,3.2,3.6,1,13.1,20.174,2 to 5,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,9,3.7,3.2,3.45,2,8,12.32,2 to 5,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,,,1,2.7,2.7,2.7,1,0.6,0.924,2 to 5,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,,,2,3,2.5,2.75,2,1.2,1.848,2 to 5,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,8,3.1,2,2.55,3,2.9,4.466,2 to 5,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Harpacticoida,,,Harpacticidae,Harpacticus,,,,1,1.6,1.6,1.6,1,0.1,0.154,1 to 2,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,4,3.7,2.7,3.2,1,0.8,1.232,2 to 5,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,20,2.7,2,2.35,2,4.9,7.546,2 to 5,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,16,0.4,0.3,0.35,3,0.6,0.924,<1,N,
U5477,Pink,2019-08-21,1.5,443.4,330.2,51,78.54,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,,,1,5.2,5.2,5.2,3,17.4,26.796,5 to 10,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,,,,,,,,,,Detritus,,,,1,1.3,1.3,1.3,1,0.1,0.154,1 to 2,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Hexapoda,Insecta,,Diptera,Nematocera,Culicomorpha,,,,,,1,1.5,1.5,1.5,2,0.3,0.462,1 to 2,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pseudevadne,tergestina,,,1,0.7,0.7,0.7,1,0.1,0.154,<1,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,7,3.1,2,2.55,1,1.7,2.618,2 to 5,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,1,3,3,3,2,0.2,0.308,2 to 5,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,,,1,14,14,14,3,12.6,19.404,>10,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Harpacticoida,,,Harpacticidae,Harpacticus,,,,1,1,1,1,1,0.1,0.154,<1,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Pontellidae,Epilabidocera,longipedata,,M,1,3.5,3.5,3.5,1,1.1,1.694,2 to 5,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Neocalanus,plumchrus,,,1,4.9,4.9,4.9,1,1.4,2.156,2 to 5,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Neocalanus,plumchrus,,,2,4.8,4.4,4.6,2,1.1,1.694,2 to 5,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,15,4,3.2,3.6,1,19.3,29.722,2 to 5,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,,,11,3,2.5,2.75,1,8.8,13.552,2 to 5,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,,,,18,3.5,2.4,2.95,2,18.1,27.874,2 to 5,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Aetideidae,Aetideus,divergens,,,26,2,1.6,1.8,1,7.6,11.704,1 to 2,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Aetideidae,Aetideus,divergens,,,15,2,1.5,1.75,2,3.2,4.928,1 to 2,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Pseudocalananidae,Pseudocalanus,,,,9,1.7,1.4,1.55,1,0.8,1.232,1 to 2,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,27,3.5,2,2.75,3,19,29.26,2 to 5,N,
U5476,Pink,2019-08-21,2.5,490.4,325.3,115.7,178.178,25-50%,37.5,Animalia,Arthropoda,Crustacea,,,,,,,,,,,1,3,2,2.5,4,12.7,19.558,2 to 5,N,
U5475,Pink,2019-08-22,1,453.6,413.8,6.9,10.626,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,1,3.6,3.6,3.6,1,1.1,1.694,2 to 5,N,
U5475,Pink,2019-08-22,1,453.6,413.8,6.9,10.626,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,4,3.5,3.2,3.35,2,3,4.62,2 to 5,N,
U5475,Pink,2019-08-22,1,453.6,413.8,6.9,10.626,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Pseudocalananidae,Pseudocalanus,,,,1,1.7,1.7,1.7,1,0.1,0.154,1 to 2,N,
